"rep","variable","true","mean","sd","q5","q95","rhat","ess_bulk","ess_tail","bias","rel_bias_pct","covered"
4,"beta_nu[4]",0.3,0.302624699295,0.0359032026484683,0.2426492485,0.360836851,0.999801103860061,1249.69378199293,1548.79618652275,0.00262469929500003,0.874899765000011,TRUE
4,"beta_alpha2",0.024,0.014318595917281,0.00637249701953408,0.003833122905,0.0248867367,1.00091442526248,4110.23337911252,1524.23749713958,-0.009681404082719,-40.3391836779958,TRUE
4,"beta_alpha3",0.05,0.047303931839,0.00573964422618262,0.03789462875,0.05615280295,1.00060283576839,3991.45598981689,1586.19155090753,-0.002696068161,-5.392136322,TRUE
4,"sigma_nu_c",0.5,0.552403007225,0.0440478925443881,0.4844736435,0.6303908535,1.00358206892901,617.133607574819,992.980479843181,0.052403007225,10.480601445,TRUE
4,"sigma_nu_r",0.3,0.19131724134,0.0253423320667054,0.150531044,0.2341534805,1.00158873319051,1025.60649595997,1309.66416173466,-0.10868275866,-36.22758622,FALSE
4,"sigma_nu_cr",0.3,0.280817817695,0.0320280507300611,0.2283072805,0.3351824975,0.999504923071955,989.489300008005,1583.71681601807,-0.019182182305,-6.39406076833332,TRUE
4,"sigma_alpha_intercept",0.08,0.0778565429795,0.00745365407341489,0.06625375975,0.09108240215,1.00781474444687,891.721631645698,1295.17043459883,-0.00214345702050001,-2.67932127562501,TRUE
4,"w",0.52,0.509169926955,0.0052581384624413,0.5004009245,0.5174058655,1.00004015981095,1765.98153174238,1641.04602090431,-0.0108300730450001,-2.0827063548077,FALSE
5,"beta_nu[1]",1.15,1.125541490635,0.0351249370199875,1.068456665,1.183908535,1.00188065283053,784.878910191263,1322.82834263676,-0.0244585093649998,-2.12682690130433,TRUE
5,"beta_nu[2]",0.7,0.635744932355,0.0563251056687563,0.5394765155,0.7255531265,1.00689437691784,285.542802008493,543.213677800588,-0.064255067645,-9.17929537785714,TRUE
5,"beta_nu[3]",0.5,0.461356847035,0.0370201611097275,0.398099046,0.5233737395,1.00178714504042,560.086440451276,844.334992793292,-0.038643152965,-7.728630593,TRUE
5,"beta_nu[4]",0.3,0.2107840990995,0.0359218673622973,0.1507752505,0.269251685,1.00138769496922,591.798193196741,1064.70788976946,-0.0892159009005,-29.7386336335,FALSE
5,"beta_alpha2",0.024,0.02273262593845,0.0061960287665231,0.0123877009,0.0326391795,1.00091808920596,2513.42479626765,1384.91711868044,-0.00126737406155,-5.28072525645833,TRUE
