"rep","subj","t0_mean","t0_q05","t0_q95","sv_mean","sv_q05","sv_q95","alpha_mean","alpha_q05","alpha_q95","t0_true","alpha_true","sv_true","t0_covered","sv_covered","alpha_covered"
2,1,0.206858616859888,0.201860473435662,0.211806990729184,0.485689663349,0.2869241215,0.7448886,1.72089391802927,1.61126254492002,1.83567315556349,0.207103417466278,1.63006316750543,0.5,TRUE,TRUE,TRUE
2,2,0.227976584026898,0.222060698359213,0.233368981728401,0.4413590819975,0.2497570735,0.6574672205,1.65467884629079,1.54181021753,1.77064050241576,0.213953215183894,1.64933691285219,0.5,FALSE,TRUE,TRUE
2,3,0.262269359754774,0.255916579713022,0.26865958639582,0.3959868615635,0.2178752715,0.570709557,1.91148435365494,1.76931278141382,2.06117938673624,0.215347112222583,1.87759449411597,0.5,FALSE,TRUE,TRUE
2,4,0.25701128229392,0.250847885867777,0.26344457002535,0.410773564021,0.233636623,0.5859916595,1.7775818862622,1.64917814288377,1.90881965068554,0.227535083837912,1.84929835447896,0.5,FALSE,TRUE,TRUE
2,5,0.19372454581731,0.18895835815548,0.19815946199868,0.511728306495,0.3083674675,0.7996708205,1.65641612101393,1.539835176765,1.77651840765953,0.21112015960429,1.34625502287398,0.5,FALSE,TRUE,FALSE
2,6,0.22249429011454,0.217132557082681,0.227741134923148,0.432074562844,0.240404218,0.635008975,1.66275795508825,1.55389589668807,1.77785843377723,0.21734360505248,1.66334837249221,0.5,TRUE,TRUE,TRUE
2,7,0.23752301583566,0.231149936170126,0.242719714144295,0.4969696068345,0.2841654085,0.803464936,1.62734828613395,1.52183672190528,1.74460669140096,0.189669875476859,1.60029254306437,0.5,FALSE,TRUE,TRUE
2,8,0.202503497968806,0.197538274339679,0.207304817998558,0.4298648458185,0.2448652745,0.620284125,1.82447804681478,1.70514445915926,1.94922163490293,0.204043103637928,1.97251503001898,0.5,TRUE,TRUE,FALSE
2,9,0.27600182455186,0.269645472537664,0.282567428693371,0.4122690479835,0.236531636,0.586031946,1.8799759799443,1.75847937116228,2.00803453996552,0.248701493092658,1.80107992785417,0.5,FALSE,TRUE,TRUE
2,10,0.216079214076588,0.210555173979942,0.220985145500593,0.46446375626,0.2635878005,0.702486979,1.70559830510682,1.60325277992581,1.81191342647417,0.169161978921583,1.83151387309998,0.5,FALSE,TRUE,FALSE
2,11,0.218617708151585,0.212900683061334,0.223948525772449,0.4298465672695,0.242493005,0.6292399245,1.82277483970114,1.70580589226375,1.9438456036801,0.210993832501552,1.77366174378379,0.5,FALSE,TRUE,TRUE
2,12,0.248179795448993,0.242563783832927,0.254238080229261,0.43347144365,0.2396326295,0.6398694805,1.74121774924407,1.62994765696206,1.85334557459145,0.226447941127566,1.56086320484042,0.5,FALSE,TRUE,FALSE
2,13,0.197550232435994,0.192683269237902,0.202222695542734,0.436971603945,0.248587841,0.6281016725,1.74058004275763,1.62293918911187,1.86000847122334,0.209286376096736,1.62826335466977,0.5,FALSE,TRUE,TRUE
2,14,0.20236673198806,0.196899902793024,0.207411147828207,0.451573184664,0.2639365045,0.670239495,1.72129719340615,1.61318190633783,1.83206105104611,0.181983936447854,1.84810330661179,0.5,FALSE,TRUE,FALSE
2,15,0.241914504759273,0.235987076793363,0.247511102919096,0.446808162785,0.264087059,0.6427191425,2.06056476634145,1.9224469966644,2.2061602627619,0.225928744346596,2.16509338962243,0.5,FALSE,TRUE,TRUE
2,16,0.227977157751005,0.221258737815776,0.233086695266008,0.448834212459,0.244122509,0.688889321,1.66971862274437,1.56524074802887,1.7810543708589,0.194175833263433,1.67109057843541,0.5,FALSE,TRUE,TRUE
2,17,0.253894959041889,0.24762823817938,0.26003752126605,0.58415090002,0.336155054,0.989800814,1.68171267761258,1.56724965182362,1.80497377252577,0.205064891116405,1.82357849473651,0.5,FALSE,TRUE,FALSE
2,18,0.281088001628324,0.273557590357451,0.287551540900021,0.426194833709,0.2463382495,0.6211609865,1.87682241416286,1.76766016173479,1.99422771775354,0.219253231095542,2.18500920806759,0.5,FALSE,TRUE,FALSE
2,19,0.216750475925179,0.21127575314467,0.221852425798549,0.4375206681135,0.25334855,0.6348590875,1.73256868157069,1.62263984600161,1.8492747432278,0.208444790613629,1.77383272032659,0.5,FALSE,TRUE,TRUE
2,20,0.199989218961177,0.194878463230831,0.204845548343927,0.52574362101,0.2909260565,0.895701271,1.59054697732604,1.47891456998133,1.70337856155116,0.16384453631015,1.61849672038472,0.5,FALSE,TRUE,TRUE
2,21,0.236567859847173,0.23037270570089,0.242006304762667,0.406180182901,0.2321249805,0.578951797,2.01050280032822,1.86991900295386,2.16275312306271,0.207253782661512,2.16202349203196,0.5,FALSE,TRUE,TRUE
2,22,0.246375812448484,0.240081295452924,0.252069060713904,0.4255300221845,0.242676006,0.617209116,1.85037155576627,1.72517670422559,1.97948269917891,0.186853541146577,2.02043003411015,0.5,FALSE,TRUE,FALSE
2,23,0.21171258555317,0.206439169989302,0.216524770517832,0.4623262610465,0.2652912985,0.6945462925,1.71998587440739,1.61803252828813,1.83166306101768,0.202532428148703,1.81662383193685,0.5,FALSE,TRUE,TRUE
2,24,0.203881452341724,0.198353875476715,0.208751075009634,0.5141391276465,0.2957775865,0.8579068965,1.577567133066,1.47642218862406,1.68446162536534,0.187030814979629,1.81193909630021,0.5,FALSE,TRUE,FALSE
2,25,0.240908279752924,0.23503822546879,0.246751526681499,0.4166168281865,0.226977786,0.6157792825,1.83130881457304,1.71208186423219,1.95563969865206,0.203873661762346,1.85071100411447,0.5,FALSE,TRUE,TRUE
